gara,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
Marcia_10km,2674.0,44:34,2.0,RIGAUDO Elisa,1980,SF,G.A. FIAMME GIALLE,3 se- 1,Lugano,2012-03-18,https://www.fidal.it/atleta/RIGAUDO-Elisa/dKiRkpeibGU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2701.0,45:01,2.0,DI VINCENZO Sibilla,1983,SF,ASSINDUSTRIA SPORT PADOVA,2 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,2709.0,45:09,2.0,GIORGI Eleonora anna,1989,SF,G.S. FIAMME AZZURRE,3 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/GIORGI-Eleonora-anna/dquRkpWhb2g%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2709.0,45:09,2.0,RIGAUDO Elisa,1980,SF,G.A. FIAMME GIALLE,9 su- 1,Saransk,2012-05-13,https://www.fidal.it/atleta/RIGAUDO-Elisa/dKiRkpeibGU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2725.0,45:25,2.0,FERRARO Federica,1988,SF,C.S. AERONAUTICA MILITARE,2 se- 1,Bacuch,2012-09-22,https://www.fidal.it/atleta/FERRARO-Federica/daiRk5OhcWw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
Marcia_10km,2726.0,45:26,2.0,GIORGI Eleonora anna,1989,SF,G.S. FIAMME AZZURRE,15 su- 1,Saransk,2012-05-13,https://www.fidal.it/atleta/GIORGI-Eleonora-anna/dquRkpWhb2g%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2754.0,45:54,2.0,DI VINCENZO Sibilla,1983,SF,ASSINDUSTRIA SPORT PADOVA,21 su- 1,Saransk,2012-05-13,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,2761.0,46:01,2.0,FERRARO Federica,1988,SF,C.S. AERONAUTICA MILITARE,23 su- 1,Saransk,2012-05-13,https://www.fidal.it/atleta/FERRARO-Federica/daiRk5OhcWw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
Marcia_10km,2768.0,46:08,2.0,GIORGI Eleonora anna,1989,SF,G.S. FIAMME AZZURRE,1 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/GIORGI-Eleonora-anna/dquRkpWhb2g%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2774.0,46:14,2.0,PALMISANO Antonella,1991,PF,G.A. FIAMME GIALLE,1 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/PALMISANO-Antonella/hKiSmpSjb2o%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2787.0,46:27,2.0,GIORGI Eleonora anna,1989,SF,G.S. FIAMME AZZURRE,1 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/GIORGI-Eleonora-anna/dquRkpWhb2g%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2799.0,46:39,2.0,DI VINCENZO Sibilla,1983,SF,ASSINDUSTRIA SPORT PADOVA,1 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,2832.0,47:12,2.0,PALMISANO Antonella,1991,PF,G.A. FIAMME GIALLE,1 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/PALMISANO-Antonella/hKiSmpSjb2o%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2858.0,47:38,2.0,DI VINCENZO Sibilla,1983,SF,ASSINDUSTRIA SPORT PADOVA,2 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,2885.0,48:05,2.0,DE SOCCIO Adelina,1986,SF,GRUPPO SPORTIVO VIRTUS,2 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/DE-SOCCIO-Adelina/g6iRkpWmaWM%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
Marcia_10km,2904.0,48:24,2.0,GIORDANO Rossella,1972,SF40,G.S. FIAMME AZZURRE,2 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/GIORDANO-Rossella/dKiRkpKoaWs%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2905.0,48:25,2.0,CLEMENTE Anna,1994,JF,G.A. FIAMME GIALLE,14 su- 1,Saransk,2012-05-12,https://www.fidal.it/atleta/CLEMENTE-Anna/hK2RkpKgbGQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2907.0,48:27,2.0,GIORDANO Rossella,1972,SF40,G.S. FIAMME AZZURRE,5 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/GIORDANO-Rossella/dKiRkpKoaWs%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
Marcia_10km,2910.0,48:30,2.0,CLEMENTE Anna,1994,JF,G.A. FIAMME GIALLE,2 se- 1,Podebrady,2012-04-21,https://www.fidal.it/atleta/CLEMENTE-Anna/hK2RkpKgbGQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2913.0,48:33,2.0,PALMISANO Antonella,1991,PF,G.A. FIAMME GIALLE,1 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/PALMISANO-Antonella/hKiSmpSjb2o%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2919.0,48:39,2.0,PALMISANO Antonella,1991,PF,G.A. FIAMME GIALLE,52 su- 1,Saransk,2012-05-13,https://www.fidal.it/atleta/PALMISANO-Antonella/hKiSmpSjb2o%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2935.0,48:55,2.0,ZAPPAROLI Alessia,1988,SF,C.U.S. BOLOGNA A.S.D.,3 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/ZAPPAROLI-Alessia/eqiRlJulcGc%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA-A-S-D-/BO008
Marcia_10km,2937.0,48:57,2.0,ZAPPAROLI Alessia,1988,SF,C.U.S. BOLOGNA A.S.D.,6 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/ZAPPAROLI-Alessia/eqiRlJulcGc%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA-A-S-D-/BO008
Marcia_10km,2968.0,49:28,2.0,CLEMENTE Anna,1994,JF,G.A. FIAMME GIALLE,1 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CLEMENTE-Anna/hK2RkpKgbGQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,2969.0,49:29,2.0,ZAPPAROLI Alessia,1988,SF,C.U.S. BOLOGNA A.S.D.,3 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/ZAPPAROLI-Alessia/eqiRlJulcGc%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA-A-S-D-/BO008
Marcia_10km,2969.0,49:29,2.0,TRAPLETTI Valentina,1985,SF,C.S. ESERCITO,4 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/TRAPLETTI-Valentina/dqiRlZWhbGY%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
Marcia_10km,2976.0,49:36,2.0,CURIAZZI Federica,1992,PF,ATL. BERGAMO 1959 CREBERG,1 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/CURIAZZI-Federica/dqmRl5OmaGc%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
Marcia_10km,2983.0,49:43,2.0,LOPARCO Sara,1992,PF,A.S. OLIMPIA CLUB,2 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/LOPARCO-Sara/hKiSmpekcGo%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,2991.0,49:51,2.0,POLI Elena,1993,JF,ATL. BRESCIA 1950 ISPA GROUP,2 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/POLI-Elena/dq6RkpKhcWo%3D,https://www.fidal.it/societa/ATL--BRESCIA-1950-ISPA-GROUP/BS181
Marcia_10km,2999.0,49:59,2.0,CLEMENTE Anna,1994,JF,G.A. FIAMME GIALLE,1 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CLEMENTE-Anna/hK2RkpKgbGQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
Marcia_10km,3008.0,50:08,2.0,DE ROSA Carolina,1992,PF,GS VALSUGANA TRENTINO,6 se- 1,Chiasso,2012-10-14,https://www.fidal.it/atleta/DE-ROSA-Carolina/gKiRlZKfamc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3008.0,50:08,2.0,STETSKIV Cecilia,1991,PF,GS VALSUGANA TRENTINO,7 se- 1,Chiasso,2012-10-14,https://www.fidal.it/atleta/STETSKIV-Cecilia/gKiRlZefbWc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3011.0,50:11,2.0,STETSKIV Cecilia,1991,PF,GS VALSUGANA TRENTINO,3 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/STETSKIV-Cecilia/gKiRlZefbWc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3014.0,50:14,2.0,POLI Elena,1993,JF,ATL. BRESCIA 1950 ISPA GROUP,4 se- 1,Podebrady,2012-04-21,https://www.fidal.it/atleta/POLI-Elena/dq6RkpKhcWo%3D,https://www.fidal.it/societa/ATL--BRESCIA-1950-ISPA-GROUP/BS181
Marcia_10km,3028.0,50:28,2.0,POLI Elena,1993,JF,ATL. BRESCIA 1950 ISPA GROUP,22 su- 1,Saransk,2012-05-12,https://www.fidal.it/atleta/POLI-Elena/dq6RkpKhcWo%3D,https://www.fidal.it/societa/ATL--BRESCIA-1950-ISPA-GROUP/BS181
Marcia_10km,3035.0,50:35,2.0,BECCHETTI Mariavittoria,1994,JF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/BECCHETTI-Mariavittoria/f6iRmZmka2M%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
Marcia_10km,3049.0,50:49,2.0,CURIAZZI Federica,1992,PF,ATL. BERGAMO 1959 CREBERG,29 se- 1,Lugano,2012-03-18,https://www.fidal.it/atleta/CURIAZZI-Federica/dqmRl5OmaGc%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
Marcia_10km,3052.0,50:52,2.0,COSTANTINO Alessia,1994,JF,ATLETICA REGGINA,7 se- 1,Podebrady,2012-04-21,https://www.fidal.it/atleta/COSTANTINO-Alessia/hqiRk5mgbGk%3D,https://www.fidal.it/societa/ATLETICA-REGGINA/RC314
Marcia_10km,3057.0,50:57,2.0,COLOMBI Nicole,1995,AF,U.S. SCANZOROSCIATE,3 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/COLOMBI-Nicole/dqmRl5WjaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3068.0,51:08,2.0,MARTINOZZI Elena,1987,SF,ATLETICA ESTENSE,4 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/MARTINOZZI-Elena/eqiRlJalb2w%3D,https://www.fidal.it/societa/ATLETICA-ESTENSE/FE378
Marcia_10km,3071.0,51:11,2.0,ZAPPAROLI Alessia,1988,SF,C.U.S. BOLOGNA A.S.D.,2 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/ZAPPAROLI-Alessia/eqiRlJulcGc%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA-A-S-D-/BO008
Marcia_10km,3081.0,51:21,2.0,DE ROSA Carolina,1992,PF,GS VALSUGANA TRENTINO,4 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/DE-ROSA-Carolina/gKiRlZKfamc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3083.0,51:23,2.0,DE SOCCIO Adelina,1986,SF,GRUPPO SPORTIVO VIRTUS,5 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/DE-SOCCIO-Adelina/g6iRkpWmaWM%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
Marcia_10km,3090.0,51:30,2.0,LOTFI Fatima,1992,PF,A.S. OLIMPIA CLUB,5 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/LOTFI-Fatima/drKRkpSla2g%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3102.0,51:42,2.0,STETSKIV Cecilia,1991,PF,GS VALSUGANA TRENTINO,2 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/STETSKIV-Cecilia/gKiRlZefbWc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3107.0,51:47,2.0,DE ROSA Carolina,1992,PF,GS VALSUGANA TRENTINO,3 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/DE-ROSA-Carolina/gKiRlZKfamc%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
Marcia_10km,3108.0,51:48,2.0,BECCHETTI Mariavittoria,1994,JF,ATL. STUDENTESCA CA.RI.RI,2 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/BECCHETTI-Mariavittoria/f6iRmZmka2M%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
Marcia_10km,3108.0,51:48,2.0,COSTANTINO Alessia,1994,JF,ATLETICA REGGINA,2 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/COSTANTINO-Alessia/hqiRk5mgbGk%3D,https://www.fidal.it/societa/ATLETICA-REGGINA/RC314
Marcia_10km,3109.0,51:49,2.0,GALLI Ilaria camilla,1987,SF,ATLETICA FIRENZE MARATHON S.S.,3 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/GALLI-Ilaria-camilla/fqiRk5KncGQ%3D,https://www.fidal.it/societa/ATLETICA-FIRENZE-MARATHON-S-S-/FI002
Marcia_10km,3120.0,52:00,2.0,CORCELLA Maria luisa,1991,PF,ASD AUDACIA RECORD ATLETICA,6 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CORCELLA-Maria-luisa/hKiSmZejbGg%3D,https://www.fidal.it/societa/ASD-AUDACIA-RECORD-ATLETICA/RM131
Marcia_10km,3121.0,52:01,2.0,COLOMBI Nicole,1995,AF,U.S. SCANZOROSCIATE,1 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/COLOMBI-Nicole/dqmRl5WjaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3124.0,52:04,2.0,SCOLOZZI Erika,1995,AF,A.S.D. ATLETICA DON MILANI,1 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/SCOLOZZI-Erika/hKyRkpKfcWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3131.0,52:11,2.0,SCOLOZZI Erika,1995,AF,A.S.D. ATLETICA DON MILANI,2 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/SCOLOZZI-Erika/hKyRkpKfcWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3162.0,52:42,2.0,SCOLOZZI Erika,1995,AF,A.S.D. ATLETICA DON MILANI,1 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/SCOLOZZI-Erika/hKyRkpKfcWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3171.0,52:51,2.0,SCOLOZZI Erika,1995,AF,A.S.D. ATLETICA DON MILANI,3 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/SCOLOZZI-Erika/hKyRkpKfcWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3174.0,52:54,2.0,SCOLOZZI Erika,1995,AF,A.S.D. ATLETICA DON MILANI,1 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/SCOLOZZI-Erika/hKyRkpKfcWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3180.0,53:00,2.0,LOPARCO Sara,1992,PF,A.S. OLIMPIA CLUB,4 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/LOPARCO-Sara/hKiSmpekcGo%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3210.0,53:30,2.0,CICCO Valeria,1995,AF,A.S.D. ATLETICA DON MILANI,3 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/CICCO-Valeria/hKiSmpimcGg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3224.0,53:44,2.0,CICCO Valeria,1995,AF,A.S.D. ATLETICA DON MILANI,2 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/CICCO-Valeria/hKiSmpimcGg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3227.0,53:47,2.0,MORELLI Andrea,1993,JF,ASD INTERFLUMINA E' PIU' POMI',4 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/MORELLI-Andrea/dqiSl5aiaWQ%3D,https://www.fidal.it/societa/ASD-INTERFLUMINA-E-PIU-POMI-/PR484
Marcia_10km,3229.0,53:49,2.0,CICCO Valeria,1995,AF,A.S.D. ATLETICA DON MILANI,2 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CICCO-Valeria/hKiSmpimcGg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3230.0,53:50,2.0,BECCHETTI Mariavittoria,1994,JF,ATL. STUDENTESCA CA.RI.RI,3 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/BECCHETTI-Mariavittoria/f6iRmZmka2M%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
Marcia_10km,3234.0,53:54,2.0,ROSTELLATO Clelia,1979,SF,ASD ENTERPRISE SPORT & SERVICE,7 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/ROSTELLATO-Clelia/gKiRkpWlamM%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3243.0,54:03,2.0,STACH Marta,1995,AF,ANA ATL.FELTRE,3 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
Marcia_10km,3256.0,54:16,2.0,SCIPIONI Sara,1995,AF,ASD INTERFLUMINA E' PIU' POMI',4 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/SCIPIONI-Sara/dqiSl5elaGQ%3D,https://www.fidal.it/societa/ASD-INTERFLUMINA-E-PIU-POMI-/PR484
Marcia_10km,3272.0,54:32,2.0,DOMINICI Eleonora,1996,AF,ATL. VALMONTONE,2 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/DOMINICI-Eleonora/f6iRmZekbWM%3D,https://www.fidal.it/societa/ATL--VALMONTONE/RS007
Marcia_10km,3279.0,54:39,2.0,CECCHELE Elena,1994,JF,ATLETICA VIS ABANO,1 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/CECCHELE-Elena/eKiRlZejbGQ%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
Marcia_10km,3282.0,54:42,2.0,LOTFI Fatima,1992,PF,A.S. OLIMPIA CLUB,5 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/LOTFI-Fatima/drKRkpSla2g%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3283.0,54:43,2.0,CASTELLANA Federica,1993,JF,ALTERATLETICA LOCOROTONDO,5 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CASTELLANA-Federica/hKmRkpKfamw%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3285.0,54:45,2.0,DOMINICI Eleonora,1996,AF,ATL. VALMONTONE,4 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/DOMINICI-Eleonora/f6iRmZekbWM%3D,https://www.fidal.it/societa/ATL--VALMONTONE/RS007
Marcia_10km,3288.0,54:48,2.0,PALMISANO Giorgia,1995,AF,A.S.D. ATLETICA DON MILANI,4 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/PALMISANO-Giorgia/hKiSmpigaWs%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3304.0,55:04,2.0,SCROCCARELLO Annalisa,1994,JF,A.S.D. 'THEATE WALK',2 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/SCROCCARELLO-Annalisa/gaiRk5encWc%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3308.0,55:08,2.0,FUSELLA Erika,1996,AF,ATLETICA GRAN SASSO SSD A R.L.,3 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/FUSELLA-Erika/gaqRkpKhaGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
Marcia_10km,3335.0,55:35,2.0,FUSELLA Erika,1996,AF,ATLETICA GRAN SASSO SSD A R.L.,1 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/FUSELLA-Erika/gaqRkpKhaGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
Marcia_10km,3351.0,55:51,2.0,ZABBENI Marta,1994,JF,LIB. ATL. VILLANUOVA '70,6 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/ZABBENI-Marta/dqqRl5SlaGQ%3D,https://www.fidal.it/societa/LIB--ATL--VILLANUOVA-70/BS198
Marcia_10km,3353.0,55:53,2.0,PALMISANO Giorgia,1995,AF,A.S.D. ATLETICA DON MILANI,5 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/PALMISANO-Giorgia/hKiSmpigaWs%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3354.0,55:54,2.0,CIVILETTI Laura,1992,PF,A.S.D. C.U.S. PALERMO,6 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CIVILETTI-Laura/h6iRlpKiaGw%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
Marcia_10km,3363.0,56:03,2.0,AMBROSINI Letizia,1991,PF,ATLETICA 85 FAENZA,5 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/AMBROSINI-Letizia/eqiRlZWmaWM%3D,https://www.fidal.it/societa/ATLETICA-85-FAENZA/RA094
Marcia_10km,3378.0,56:18,2.0,MAFFEIS Giada,1993,JF,ATL. BERGAMO 1959 CREBERG,14 se- 2,Lugano,2012-03-18,https://www.fidal.it/atleta/MAFFEIS-Giada/dqmRl5ikaGU%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
Marcia_10km,3380.0,56:20,2.0,GEMME Luisa,1996,AF,ATL. ALESSANDRIA,4 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/GEMME-Luisa/dKmRk5ija2o%3D,https://www.fidal.it/societa/ATL--ALESSANDRIA/AL001
Marcia_10km,3384.0,56:24,2.0,SCROCCARELLO Annalisa,1994,JF,A.S.D. 'THEATE WALK',2 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/SCROCCARELLO-Annalisa/gaiRk5encWc%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3390.0,56:30,2.0,MENIS Giorgia,1996,AF,C.U.S. TRIESTE,8 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/MENIS-Giorgia/eayRk5OmbGM%3D,https://www.fidal.it/societa/C-U-S--TRIESTE/TS010
Marcia_10km,3399.0,56:39,2.0,ROSTELLATO Clelia,1979,SF,ASD ENTERPRISE SPORT & SERVICE,3 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/ROSTELLATO-Clelia/gKiRkpWlamM%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3404.0,56:44,2.0,VALSECCHI Viviana,1992,PF,ATL. LECCO-COLOMBO COSTRUZ.,42 se- 1,Lugano,2012-03-18,https://www.fidal.it/atleta/VALSECCHI-Viviana/dquRkpOncGk%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
Marcia_10km,3426.0,57:06,2.0,CECCHELE Elena,1994,JF,ATLETICA VIS ABANO,7 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CECCHELE-Elena/eKiRlZejbGQ%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
Marcia_10km,3427.0,57:07,2.0,CASTELLANA Federica,1993,JF,ALTERATLETICA LOCOROTONDO,4 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CASTELLANA-Federica/hKmRkpKfamw%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3429.0,57:09,2.0,PALMISANO Giorgia,1995,AF,A.S.D. ATLETICA DON MILANI,3 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/PALMISANO-Giorgia/hKiSmpigaWs%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3429.0,57:09,2.0,DELL'AQUILA Nicoletta,1988,SF,ALTERATLETICA LOCOROTONDO,8 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/DELL-AQUILA-Nicoletta/hKiSmZSja2c%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3430.0,57:10,2.0,COLONNA Chiara,1986,SF,ALTERATLETICA LOCOROTONDO,8 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/COLONNA-Chiara/hKiSmJqja2w%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3431.0,57:11,2.0,VOSA Annamaria,1995,AF,A.S.D. LIB. POL. AMAT. ATL. BN,5 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/VOSA-Annamaria/gKiRlZaobGg%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
