Prestazione,Vento,Atleta,Anno,Categoria,Società,Posizione,Luogo,Data,Link Atleta,Link Società
32:44.97,,CAMBIANICA Pietro,2002,PM,ATL. VALLE BREMBANA,6 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/CAMBIANICA-Pietro/dqmRmZKhcWU%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
32:45.82,,GALASSO Daniele,1986,SM35,ATLETICA EDILMARKET SANDRIN,9 se- 1,Treviso,2024-04-14,https://www.fidal.it/atleta/GALASSO-Daniele/eayRk5mia2c%3D,https://www.fidal.it/societa/ATLETICA-EDILMARKET-SANDRIN/PN528
32:45.98,,GRASSI Tommaso,1991,SM,AZZURRA GARBAGNATE M.SE,27 se- 1,Londra,2024-05-18,https://www.fidal.it/atleta/GRASSI-Tommaso/dq2Rlpinbms%3D,https://www.fidal.it/societa/AZZURRA-GARBAGNATE-M-SE/MI311
32:47.40,,BELLILLO Giacomo,2006,JM,A.S.D EDUCARE CON IL MOVIMENTO,7 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/BELLILLO-Giacomo/fqmRkpqjaWQ%3D,https://www.fidal.it/societa/A-S-D-EDUCARE-CON-IL-MOVIMENTO/PG089
32:48.65,,CAMPITELLI Domenico,2001,SM,ASD MISTERCAMP CASTELFRENTANO,1 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/CAMPITELLI-Domenico/gauRkpKja2U%3D,https://www.fidal.it/societa/ASD-MISTERCAMP-CASTELFRENTANO/CH175
32:48.75,,COLASUONNO Simone,1997,SM,AMATORI ATL. ACQUAVIVA,12 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/COLASUONNO-Simone/hKmRkpmlcWc%3D,https://www.fidal.it/societa/AMATORI-ATL--ACQUAVIVA/BA005
32:49.82,,GRAZIOTTO Roberto,1989,SM35,ATLETICA SAN BIAGIO,10 se- 1,Treviso,2024-04-14,https://www.fidal.it/atleta/GRAZIOTTO-Roberto/eKyRkpakbGc%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
32:52.23,,MEI Massimo,1983,SM40,ATL. CASTELLO,15 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/MEI-Massimo/faiRm5iib2c%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
32:53.45,,FALCO Vincenzo,1980,SM40,CAIVANO RUNNERS,6 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/FALCO-Vincenzo/gKyRkpiocWY%3D,https://www.fidal.it/societa/CAIVANO-RUNNERS/NA992
32:53.53,,VACCARI Ludovico,2003,PM,ATLETICA ARCOBALENO SAVONA,33 su- 1,Marion,2024-05-22,https://www.fidal.it/atleta/VACCARI-Ludovico/damRkpambGs%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
32:53.86,,REBECCHI Elia,1988,SM35,ATL. PIACENZA,2 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/REBECCHI-Elia/eq2RkpOnbmc%3D,https://www.fidal.it/societa/ATL--PIACENZA/PC084
32:55.07,,MARINO Riccardo,1995,SM,C.T.L. 3 ATLETICA,2 su- 1,Celle Ligure,2024-04-20,https://www.fidal.it/atleta/MARINO-Riccardo/dq2Rk5ekamc%3D,https://www.fidal.it/societa/C-T-L--3-ATLETICA/MI387
32:57.88,,CIATI Fabio,1994,SM,ATL. REGGIO ASD,7 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/CIATI-Fabio/eqiRlpOgamU%3D,https://www.fidal.it/societa/ATL--REGGIO-ASD/RE128
32:58.79,,BONIFAZI Giosue',2005,JM,C.U.S. CAMERINO,18 se- 5,Tolentino,2024-04-13,https://www.fidal.it/atleta/BONIFAZI-Giosue-/e6uRkpWlaWY%3D,https://www.fidal.it/societa/C-U-S--CAMERINO/MC001
32:59.11,,MASTANDREA Giuseppe,2005,JM,ASD ATLETICA FIAMMA GIOVINAZZO,13 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/MASTANDREA-Giuseppe/hKmRkpiibGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-FIAMMA-GIOVINAZZO/BA752
32:59.6,,LANO Marco,1996,SM,S.S. VITTORIO ALFIERI ASTI,1 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/LANO-Marco/dKuRk5ena2s%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
32:59.67,,MELI Davide,1995,SM,G. ALPINISTICO VERTOVESE,8 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/MELI-Davide/dqmRmJWhaWk%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
32:59.92,,TODISCO Andrea,2003,PM,APROCIS RUNNERS TEAM,2 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/TODISCO-Andrea/f6mRkpSjcGc%3D,https://www.fidal.it/societa/APROCIS-RUNNERS-TEAM/FR241
33:01.75,,BENEDETTI Alessio,1999,SM,S.S. TENNO,9 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/BENEDETTI-Alessio/d6iRlJahcGw%3D,https://www.fidal.it/societa/S-S--TENNO/TN139
33:02.74,,MEOLI Fabrizio,1984,SM40,ASD INTERNATIONAL SECURITY S.,14 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/MEOLI-Fabrizio/gKqRkpOhaWs%3D,https://www.fidal.it/societa/ASD-INTERNATIONAL-SECURITY-S-/NA033
33:03.07,,SALVATORE Michele,1984,SM40,GRUPPO SPORTIVO VIRTUS,4 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/SALVATORE-Michele/g6iRkpWkb2Q%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
33:03.41,,NUCERA Francesco,2001,SM,A.S.DIL. UNIVERSITAS PA,6 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/NUCERA-Francesco/h6mRkpOfbmY%3D,https://www.fidal.it/societa/A-S-DIL--UNIVERSITAS-PA/PA030
33:04.10,,LAGONA Marco,1999,SM,CAIVANO RUNNERS,7 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/LAGONA-Marco/h6uRkpWhb2k%3D,https://www.fidal.it/societa/CAIVANO-RUNNERS/NA992
33:07.7,,MANGANARO Lorenzo,1991,SM,TORINO ROAD RUNNERS A.S.D.,2 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/MANGANARO-Lorenzo/dK6RlJmhamY%3D,https://www.fidal.it/societa/TORINO-ROAD-RUNNERS-A-S-D-/TO280
33:09.08,,TURRA Jacopo,2005,JM,RUNAWAY MILANO A.S.D.,8 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/TURRA-Jacopo/dq2Rl5qnbmM%3D,https://www.fidal.it/societa/RUNAWAY-MILANO-A-S-D-/MI968
33:09.12,,SCHIARATURA Brayan,2006,JM,GOLDEN CLUB RIMINI INTERNAT.,3 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/SCHIARATURA-Brayan/erORkpOnaGo%3D,https://www.fidal.it/societa/GOLDEN-CLUB-RIMINI-INTERNAT-/RN333
33:10.23,,MAGNO Marcello,1997,SM,G.S.IL FIORINO,16 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/MAGNO-Marcello/iKiSmZahaWM%3D,https://www.fidal.it/societa/G-S-IL-FIORINO/FI004
33:10.24,,BELTRAMI Gabriele,1974,SM50,UNIONE GIOVANE BIELLA,1 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/BELTRAMI-Gabriele/dKAAARk5ika2s%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
33:13.50,,RESCIGNO Alessandro,1989,SM35,CAIVANO RUNNERS,8 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/RESCIGNO-Alessandro/gKiRlJuja2o%3D,https://www.fidal.it/societa/CAIVANO-RUNNERS/NA992
33:15.22,,FRESCUCCI Gabriele,1979,SM45,ASS.ATL.LIBERTAS ORVIETO,2 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/FRESCUCCI-Gabriele/fqiRk5Olamg%3D,https://www.fidal.it/societa/ASS-ATL-LIBERTAS-ORVIETO/TR024
33:16.50,,AMASI Saverio filippo,2002,PM,ATLETICA SAVOCA SSD A RL,7 se- 2,Palermo,2024-04-06,https://www.fidal.it/atleta/AMASI-Saverio-filippo/h62RkpSnbmQ%3D,https://www.fidal.it/societa/ATLETICA-SAVOCA-SSD-A-RL/ME740
33:17.0,,SESTI Emanuele,1991,SM,LIBERTAS ATL.LAMEZIA,2 se- 1,Matera,2024-04-20,https://www.fidal.it/atleta/SESTI-Emanuele/hqqRkpKkaGw%3D,https://www.fidal.it/societa/LIBERTAS-ATL-LAMEZIA/CZ009
33:17.62,,SASSELLA Bernardo,1981,SM40,ATL. ALTA VALTELLINA,10 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/SASSELLA-Bernardo/drGRkpOmbGQ%3D,https://www.fidal.it/societa/ATL--ALTA-VALTELLINA/SO115
33:17.7,,CANE Davide,1987,SM35,SAI FRECCE BIANCHE TRIATHLON,3 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/CANE-Davide/dKmRk5uhb2Y%3D,https://www.fidal.it/societa/SAI-FRECCE-BIANCHE-TRIATHLON/AL033
33:19.04,,CERNAZ Federico,2003,PM,TRIESTE ATLETICA,11 se- 1,Treviso,2024-04-14,https://www.fidal.it/atleta/CERNAZ-Federico/eauRk5agcGo%3D,https://www.fidal.it/societa/TRIESTE-ATLETICA/TS044
33:19.35,,MARSILI Paolo,2003,PM,A.S. ATLETICA VIRTUS LUCCA,17 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/MARSILI-Paolo/fa2RkpKobWY%3D,https://www.fidal.it/societa/A-S--ATLETICA-VIRTUS-LUCCA/LU100
33:21.06,,IGNAZZITTO Nicolo',2000,SM,U. ATL. VALTROMPIA,11 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/IGNAZZITTO-Nicolo-/dqqRmJWjaGY%3D,https://www.fidal.it/societa/U--ATL--VALTROMPIA/BS355
33:21.47,,MEOLI Fabrizio,1984,SM40,ASD INTERNATIONAL SECURITY S.,9 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/MEOLI-Fabrizio/gKqRkpOhaWs%3D,https://www.fidal.it/societa/ASD-INTERNATIONAL-SECURITY-S-/NA033
33:21.70,,DEJAS Francesco,1988,SM35,ATL POD SAN GAVINO,4 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/DEJAS-Francesco/iKmRk5mgbmw%3D,https://www.fidal.it/societa/ATL-POD-SAN-GAVINO/CA056
33:23.60,,RUTIGLIANO Pasquale roberto,1978,SM45,BITONTO RUNNERS,15 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/RUTIGLIANO-Pasquale-roberto/hKiRk5OnbGg%3D,https://www.fidal.it/societa/BITONTO-RUNNERS/BA705
33:28.28,,CERA Rocco,1998,SM,GALATLETICA DREAM TEAM,16 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/CERA-Rocco/hKyRkpihaGs%3D,https://www.fidal.it/societa/GALATLETICA-DREAM-TEAM/LE645
33:30.52,,VENTURELLI Luca,2004,PM,ATLETICA RAVENNA,12 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/VENTURELLI-Luca/erORkpOoamY%3D,https://www.fidal.it/societa/ATLETICA-RAVENNA/RA095
33:31.29,,AMANTEA Alessandro,2003,PM,ASDATL. ISAURA VALLE DELL'IRNO,10 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/AMANTEA-Alessandro/gK2RkpWfaGU%3D,https://www.fidal.it/societa/ASDATL--ISAURA-VALLE-DELL-IRNO/SA146
33:32.23,,MORETTI Gioele,2005,JM,ATLETICA PERUGIA TEAM SSD A RL,9 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/MORETTI-Gioele/fqmRkpSgcGc%3D,https://www.fidal.it/societa/ATLETICA-PERUGIA-TEAM-SSD-A-RL/PG109
33:32.40,,RADAELLI Luca,1985,SM35,G.S. C.S.I. MORBEGNO,5 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/RADAELLI-Luca/dqiRlZSia2M%3D,https://www.fidal.it/societa/G-S--C-S-I--MORBEGNO/SO114
33:35.00,,SALVATORE Michele,1984,SM40,GRUPPO SPORTIVO VIRTUS,13 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/SALVATORE-Michele/g6iRkpWkb2Q%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
33:35.76,,SIMONETTI Sebastiano,2006,JM,A.S. ATLETICA VIRTUS LUCCA,18 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/SIMONETTI-Sebastiano/fa2Rkpekams%3D,https://www.fidal.it/societa/A-S--ATLETICA-VIRTUS-LUCCA/LU100
33:38.98,,PEPOLI Davide,1991,SM,ASD IMPERIALI ATLETICA,14 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/PEPOLI-Davide/damRkpSlb2w%3D,https://www.fidal.it/societa/ASD-IMPERIALI-ATLETICA/BR165
33:39.32,,MARINELLI Giuseppe,1979,SM45,ASD MONTEMILETTO TEAM RUNNERS,11 se- 3,Avellino,2024-04-06,https://www.fidal.it/atleta/MARINELLI-Giuseppe/g6iRkpKmaWU%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
33:39.5,,PAGNOTTA Emilio,1998,SM,MARATHON CS,3 se- 1,Matera,2024-04-20,https://www.fidal.it/atleta/PAGNOTTA-Emilio/hqmRkpOjb2g%3D,https://www.fidal.it/societa/MARATHON-CS/CS226
33:40.52,,MERENDA Michele,1981,SM40,CAGLIARI MARATHON CLUB,5 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/MERENDA-Michele/h6iRk5miams%3D,https://www.fidal.it/societa/CAGLIARI-MARATHON-CLUB/CA211
33:41.67,,PATUZZO Roberto,1994,SM,AZZURRA GARBAGNATE M.SE,15 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/PATUZZO-Roberto/dq2RmZKmbWw%3D,https://www.fidal.it/societa/AZZURRA-GARBAGNATE-M-SE/MI311
33:41.87,,CARBONI Cristian,1981,SM40,GROTTINI TEAM RECANATI ASD,2 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/CARBONI-Cristian/e6mRkpahbGs%3D,https://www.fidal.it/societa/GROTTINI-TEAM-RECANATI-ASD/MC007
33:45.50,,BRUGNOLI Andrea,1998,SM,AZZURRA GARBAGNATE M.SE,99 se- 3,Rubiera,2024-04-07,https://www.fidal.it/atleta/BRUGNOLI-Andrea/dq2Rl5qhcGY%3D,https://www.fidal.it/societa/AZZURRA-GARBAGNATE-M-SE/MI311
33:50.45,,BISOGNO Alessio,1987,SM35,PASSOLOGICO,3 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/BISOGNO-Alessio/gaiRk5OhbGg%3D,https://www.fidal.it/societa/PASSOLOGICO/PE175
33:51.42,,LONGO Dario,1996,SM,A.S.DIL. UNIVERSITAS PA,6 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/LONGO-Dario/h6yRkpKfaGU%3D,https://www.fidal.it/societa/A-S-DIL--UNIVERSITAS-PA/PA030
33:51.6,,GORRASI Michele,1994,SM,S.S. VITTORIO ALFIERI ASTI,4 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/GORRASI-Michele/gKqRkpOhaWw%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
33:54.54,,SIMONETTI Sebastiano,2006,JM,A.S. ATLETICA VIRTUS LUCCA,10 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/SIMONETTI-Sebastiano/fa2Rkpekams%3D,https://www.fidal.it/societa/A-S--ATLETICA-VIRTUS-LUCCA/LU100
33:55.19,,GENERALI Elia,1985,SM35,ATL. CASTENASO  CELTIC DRUID,4 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/GENERALI-Elia/eqiRlJinaWU%3D,https://www.fidal.it/societa/ATL--CASTENASO-CELTIC-DRUID/BO124
33:56.03,,BONITO Roberto,1988,SM35,ATL. CASTENASO  CELTIC DRUID,5 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/BONITO-Roberto/gKmRkpKnbGc%3D,https://www.fidal.it/societa/ATL--CASTENASO-CELTIC-DRUID/BO124
33:57.24,,DOTTORI Alessandro,1983,SM40,GROTTINI TEAM RECANATI ASD,4 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/DOTTORI-Alessandro/e6uRkpOgbmQ%3D,https://www.fidal.it/societa/GROTTINI-TEAM-RECANATI-ASD/MC007
33:57.53,,FRANZESE Salvatore,1991,SM,ATL. REGGIO ASD,16 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/FRANZESE-Salvatore/eqiRlpKna2Y%3D,https://www.fidal.it/societa/ATL--REGGIO-ASD/RE128
33:58.01,,DOMININ Vincent,2003,PM,ATLETICA SAN BIAGIO,12 se- 1,Treviso,2024-04-14,https://www.fidal.it/atleta/DOMININ-Vincent/eKyRk5KkaGU%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
33:59.96,,LEZZI Gabriele,2003,PM,BUTTAZZO RUNNERS,17 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/LEZZI-Gabriele/hKyRkpaoamU%3D,https://www.fidal.it/societa/BUTTAZZO-RUNNERS/LE661
34:00.74,,LUSUARDI Fabio,2001,SM,CALCESTRUZZI CORRADINI EXCELS.,15 se- 3,Rubiera,2024-04-07,https://www.fidal.it/atleta/LUSUARDI-Fabio/erGRkpKfbmw%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
34:04.16,,ROSSETTI Niccolo',2005,JM,ATLETICA CIVITANOVA,11 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/ROSSETTI-Niccolo-/e6uRkpWjbGk%3D,https://www.fidal.it/societa/ATLETICA-CIVITANOVA/MC011
34:04.17,,MILELLA Francesco,1981,SM40,ATL. SAN NICANDRO GARGANICO,18 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/MILELLA-Francesco/hKmRkpKlbmQ%3D,https://www.fidal.it/societa/ATL--SAN-NICANDRO-GARGANICO/FG283
34:04.8,,LAURENTI Gabriele franco,2005,JM,ASDP ATLETICA PINEROLO,5 se- 1,Asti,2024-04-14,https://www.fidal.it/atleta/LAURENTI-Gabriele-franco/dK6Rl5OocWQ%3D,https://www.fidal.it/societa/ASDP-ATLETICA-PINEROLO/TO016
34:05.34,,SERVALLI Giovanni,2006,JM,G. ALPINISTICO VERTOVESE,17 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/SERVALLI-Giovanni/dqmRmJioaWc%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
34:06.13,,CANNUCCI Matteo,1990,SM,G.S.IL FIORINO,19 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/CANNUCCI-Matteo/faiSkpmjcGc%3D,https://www.fidal.it/societa/G-S-IL-FIORINO/FI004
34:07.22,,DE CHIRICO Pasquale,1992,SM,ASD TERLIZZI SPORTING CLUB,19 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/DE-CHIRICO-Pasquale/hKmRkpWoa2c%3D,https://www.fidal.it/societa/ASD-TERLIZZI-SPORTING-CLUB/BA764
34:07.63,,TURRA Jacopo,2005,JM,RUNAWAY MILANO A.S.D.,18 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/TURRA-Jacopo/dq2Rl5qnbmM%3D,https://www.fidal.it/societa/RUNAWAY-MILANO-A-S-D-/MI968
34:08.29,,SCATIZZI Giovanni,2005,JM,ATL. SESTINI FIAMME VERDI AR,1 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/SCATIZZI-Giovanni/famRkpancWQ%3D,https://www.fidal.it/societa/ATL--SESTINI-FIAMME-VERDI-AR/AR051
34:09.35,,CASSI Samuele oskar,1997,SM,TOSCANA ATLETICA JOLLY,20 se- 2,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/CASSI-Samuele-oskar/faqRkpilbWQ%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-JOLLY/FI018
34:10.86,,USUELLI Edoardo,2005,JM,POL. LIB. CERNUSCHESE,12 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/USUELLI-Edoardo/dquRk5afcGk%3D,https://www.fidal.it/societa/POL--LIB--CERNUSCHESE/CO039
34:12.58,,NERVI Andrea,1994,SM,N.ATL. FANFULLA LODIGIANA,1 se- 1,Brescia,2024-04-13,https://www.fidal.it/atleta/NERVI-Andrea/dq2Rk5ifa2U%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
34:15.58,,CARATOZZOLO Paolo,2005,JM,COSENZA K42,1 se- 2,Cosenza,2024-04-06,https://www.fidal.it/atleta/CARATOZZOLO-Paolo/hqmRkpOhbGg%3D,https://www.fidal.it/societa/COSENZA-K42/CS361
34:16.3,,AGATA Vincenzo,1983,SM40,ASD METALFER POD. BRIENZA 2000,4 se- 1,Matera,2024-04-20,https://www.fidal.it/atleta/AGATA-Vincenzo/haiRk5OlaWc%3D,https://www.fidal.it/societa/ASD-METALFER-POD--BRIENZA-2000/PZ543
34:16.81,,SESTI Emanuele,1991,SM,LIBERTAS ATL.LAMEZIA,2 se- 2,Cosenza,2024-04-06,https://www.fidal.it/atleta/SESTI-Emanuele/hqqRkpKkaGw%3D,https://www.fidal.it/societa/LIBERTAS-ATL-LAMEZIA/CZ009
34:20.26,,CANU Angelo,1986,SM35,PODISTICA SASSARI,7 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/CANU-Angelo/iKyRkpekcWQ%3D,https://www.fidal.it/societa/PODISTICA-SASSARI/SS217
34:22.62,,MASTANDREA Giuseppe,2005,JM,ASD ATLETICA FIAMMA GIOVINAZZO,13 su- 1,Potenza,2024-05-12,https://www.fidal.it/atleta/MASTANDREA-Giuseppe/hKmRkpiibGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-FIAMMA-GIOVINAZZO/BA752
34:25.22,,ATTENE Pier luigi,1982,SM40,ATLETICA ORANI,8 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/ATTENE-Pier-luigi/iKqRkpSlaGo%3D,https://www.fidal.it/societa/ATLETICA-ORANI/NU149
34:25.75,,MATTU Marco,1980,SM40,CAGLIARI MARATHON CLUB,9 se- 2,Sassari,2024-04-20,https://www.fidal.it/atleta/MATTU-Marco/iKiRkpenbGU%3D,https://www.fidal.it/societa/CAGLIARI-MARATHON-CLUB/CA211
34:25.82,,ROSSI Diego,1997,SM,G.S. C.S.I. MORBEGNO,19 se- 2,Brescia,2024-04-13,https://www.fidal.it/atleta/ROSSI-Diego/drGRkpKhbmg%3D,https://www.fidal.it/societa/G-S--C-S-I--MORBEGNO/SO114
34:26.33,,DI PLACIDO Emanuele,2005,JM,SSD NISSOLINO SPORT SRL ASU,3 se- 1,Colleferro,2024-04-14,https://www.fidal.it/atleta/DI-PLACIDO-Emanuele/f6mRkpKjcWo%3D,https://www.fidal.it/societa/SSD-NISSOLINO-SPORT-SRL-ASU/RM363
34:26.79,,BRUZZONE Michele,1974,SM50,CAMBIASO RISSO RUNNING TEAM GE,3 su- 1,Celle Ligure,2024-04-20,https://www.fidal.it/atleta/BRUZZONE-Michele/daiUlpSfbmc%3D,https://www.fidal.it/societa/CAMBIASO-RISSO-RUNNING-TEAM-GE/GE111
34:27.70,,COLANTONIO Gabriele,1994,SM,ASD PODISTICA VASTO,5 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/COLANTONIO-Gabriele/gaiRk5mgamQ%3D,https://www.fidal.it/societa/ASD-PODISTICA-VASTO/CH027
34:28.45,,MORI Emilio,1979,SM45,CIRCOLO MINERVA ASD,6 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/MORI-Emilio/erGRkpWjbmY%3D,https://www.fidal.it/societa/CIRCOLO-MINERVA-ASD/PR436
34:31.10,,MAFFEZZINI Mario,1981,SM40,POL. ALBOSAGGIA,2 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/MAFFEZZINI-Mario/dqiRlJima2U%3D,https://www.fidal.it/societa/POL--ALBOSAGGIA/SO255
34:31.86,,CIMARELLI Mirco,1991,SM,C.U.S. CAMERINO,6 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/CIMARELLI-Mirco/e6yRkpKlb2c%3D,https://www.fidal.it/societa/C-U-S--CAMERINO/MC001
34:31.92,,GENTILE Fabrizio,1972,SM50,MODENA RUNNERS CLUB ASD,3 se- 1,Pietrasanta (lu),2024-04-20,https://www.fidal.it/atleta/GENTILE-Fabrizio/eqyRkpSlb2U%3D,https://www.fidal.it/societa/MODENA-RUNNERS-CLUB-ASD/MO578
34:32.99,,ROSSETTI Niccolo',2005,JM,ATLETICA CIVITANOVA,7 se- 4,Tolentino,2024-04-13,https://www.fidal.it/atleta/ROSSETTI-Niccolo-/e6uRkpWjbGk%3D,https://www.fidal.it/societa/ATLETICA-CIVITANOVA/MC011
34:33.25,,MANTOVANI Denis,1998,SM,S.S. TENNO,2 se- 1,Brescia,2024-04-13,https://www.fidal.it/atleta/MANTOVANI-Denis/d6iRk5WjaGQ%3D,https://www.fidal.it/societa/S-S--TENNO/TN139
34:33.26,,STEFANINA Daniele,1984,SM40,ATL. PARATICO,6 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/STEFANINA-Daniele/dqqRmJmkamo%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
34:33.28,,GAGLIARDI Giuseppe,1975,SM45,COSENZA K42,4 se- 2,Cosenza,2024-04-06,https://www.fidal.it/atleta/GAGLIARDI-Giuseppe/hqiRk5ajcWo%3D,https://www.fidal.it/societa/COSENZA-K42/CS361
34:34.39,,ATTAMANTE Vincenzo,1988,SM35,BATTAGLIO C.U.S. TORINO ATL,7 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/ATTAMANTE-Vincenzo/dK6Rkpugbmg%3D,https://www.fidal.it/societa/BATTAGLIO-C-U-S--TORINO-ATL/TO001
34:35.31,,DALL'OSSO Riccardo,2001,SM,ATL. IMOLA SACMI AVIS,7 se- 2,Rubiera,2024-04-07,https://www.fidal.it/atleta/DALL-OSSO-Riccardo/eqmRkpOjaWw%3D,https://www.fidal.it/societa/ATL--IMOLA-SACMI-AVIS/BO014
34:36.76,,MARINI Marco,1979,SM45,BOSCAINI RUNNERS,3 su- 1,Vercelli,2024-04-27,https://www.fidal.it/atleta/MARINI-Marco/eKAAARk5ajb2k%3D,https://www.fidal.it/societa/BOSCAINI-RUNNERS/VR844
34:37.90,,SANTORUVO Giuseppe,1988,SM35,BITONTO SPORTIVA,20 se- 2,Acquaviva Delle Fonti,2024-04-20,https://www.fidal.it/atleta/SANTORUVO-Giuseppe/hKmRk5eiaGM%3D,https://www.fidal.it/societa/BITONTO-SPORTIVA/BA726
34:38.94,,CAVEDON Andrea,2006,JM,ATL.VICENTINA,1 se- 2,Treviso,2024-04-14,https://www.fidal.it/atleta/CAVEDON-Andrea/eK6Rk5inaGQ%3D,https://www.fidal.it/societa/ATL-VICENTINA/VI626
